year,Base case cost,Modeled non-residential energy efficiency
2017,4631860.53849,4233377.54204
2018,4783756.22985,4376089.60153
2019,4992070.32086,4575435.30165
2020,5096227.36637,4670834.15302
2021,5165665.39671,4731719.25925
2022,5217743.91946,4775445.31706
2023,5256802.81153,4806347.50548
2024,5287181.9498,4828761.1124
2025,5321900.96497,4855701.2884
2026,5369639.61083,4895843.41194
2027,5408698.50289,4927483.82508
2028,5439077.64116,4950618.35464
2029,5482476.41012,4986942.31091
2030,5504175.7946,5001732.69824
2031,5551914.44046,5042724.27689
