year,Base case diesel consumed,Modeled residential ashp
2017,51884.6555062,-267721.209112
2018,52614.4780634,-266991.386555
2019,53161.8449813,-266444.019637
2020,53709.2118992,-265896.652719
2021,54256.5788171,-265349.285801
2022,54803.945735,-264801.918883
2023,55351.3126529,-264254.551965
2024,55898.6795708,-263707.185048
2025,56446.0464887,-263159.81813
2026,56810.9577673,-262794.906851
2027,57358.3246852,-262247.539933
2028,57540.7803245,-262065.084294
2029,58270.6028817,-261335.261737
2030,59000.4254389,-260605.439179
2031,59547.7923568,-260058.072261
