year,Base case diesel consumed,Modeled residential ashp
2017,3413.29741882,-10482.857326
2018,3413.29741882,-10482.857326
2019,3413.29741882,-10482.857326
2020,3413.29741882,-10482.857326
2021,3413.29741882,-10482.857326
2022,3413.29741882,-10482.857326
2023,3413.29741882,-10482.857326
2024,3413.29741882,-10482.857326
2025,3413.29741882,-10482.857326
2026,3413.29741882,-10482.857326
2027,3413.29741882,-10482.857326
2028,3413.29741882,-10482.857326
2029,3676.79032251,-10219.3644223
2030,3676.79032251,-10219.3644223
2031,3676.79032251,-10219.3644223
