year,Base case cost,Modeled residential energy efficiency
2017,178535.951187,163765.550091
2018,184584.82468,167355.300015
2019,193115.2873,172647.886761
2020,197147.869629,174888.766482
2021,199939.657396,176296.30565
2022,201955.94856,177187.176468
2023,203351.842444,177666.75756
2024,204592.637007,178051.73395
2025,219134.20132,191698.817327
2026,220952.773726,192534.543973
2027,222606.021369,193264.681924
2028,223763.294718,193657.239073
2029,225581.867125,194523.108506
2030,226573.81571,194819.180766
2031,228392.388117,195703.98633
