year,Base case diesel consumed,Modeled non-residential ashp
2017,2919.8364892,-3427.63414585
2018,2919.8364892,-3427.63414585
2019,2919.8364892,-3427.63414585
2020,2919.8364892,-3427.63414585
2021,2919.8364892,-3427.63414585
2022,2919.8364892,-3427.63414585
2023,2919.8364892,-3427.63414585
2024,2919.8364892,-3427.63414585
2025,2919.8364892,-3427.63414585
2026,2919.8364892,-3427.63414585
2027,2919.8364892,-3427.63414585
2028,2919.8364892,-3427.63414585
2029,2919.8364892,-3427.63414585
2030,2919.8364892,-3427.63414585
2031,2919.8364892,-3427.63414585
