year,Base case cost,Modeled water and wastewater efficiency
2017,67152.5444847,47628.4022944
2018,71251.0421551,50235.7375047
2019,77030.0092306,53936.6398511
2020,79760.6599691,55657.3817903
2021,81650.5093704,56832.8027099
2022,83015.2871716,57668.0350641
2023,83959.9697729,58231.3574983
2024,84800.1286332,58727.7869966
2025,85745.1766552,59293.5923836
2026,86900.102784,59996.9968521
2027,87950.0031094,60633.2283171
2028,88684.5128622,61065.5830896
2029,89839.8358794,61772.3915142
2030,90470.1940903,62138.9598195
2031,91626.3305507,62848.1952675
