year,Base case diesel consumed,Modeled water and wastewater efficiency
2017,10511.3575942,6832.38243621
2018,10509.9391436,6831.46044336
2019,10508.6967509,6830.65288808
2020,10507.59892,6829.939298
2021,10506.6769471,6829.34001563
2022,10506.0634083,6828.94121542
2023,10505.6010902,6828.6407086
2024,10505.4525331,6828.54414649
2025,10505.2351909,6828.40287409
2026,10504.93255,6828.20615747
2027,10504.668663,6828.03463096
2028,10504.3160147,6827.80540957
2029,10504.2534889,6827.76476779
2030,10504.2949064,6827.79168918
2031,10504.5506031,6827.957892
