year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,51829.32,104326.86,117335.95,15323.22,30800.0,61200.0
2018,55921.2,112578.57,123384.82,15329.84,30800.0,61200.0
2019,61694.37,124215.6,131915.29,15335.63,30800.0,61200.0
2020,64419.91,129716.74,135947.87,15340.75,30800.0,61200.0
2021,66305.45,133525.23,138739.66,15345.05,30800.0,61200.0
2022,67667.37,136275.8,140755.95,15347.92,30800.0,61200.0
2023,68609.9,138180.04,142151.84,15350.07,30800.0,61200.0
2024,69449.36,139872.7,143392.64,15350.77,30800.0,61200.0
2025,70393.4,141776.94,154334.2,15351.78,30800.0,64800.0
2026,71546.91,144104.34,156152.77,15353.19,30800.0,64800.0
2027,72595.58,146220.17,157806.02,15354.42,30800.0,64800.0
2028,73328.45,147701.24,158963.29,15356.07,30800.0,64800.0
2029,74483.48,150028.65,160781.87,15356.36,30800.0,64800.0
2030,75114.03,151298.14,161773.82,15356.16,30800.0,64800.0
2031,76271.36,153625.55,163592.39,15354.97,30800.0,64800.0
