year,Base case diesel consumed,Modeled residential energy efficiency
2017,15509.9320357,10565.0053465
2018,15509.9320357,10565.0053465
2019,15509.9320357,10565.0053465
2020,15509.9320357,10565.0053465
2021,15509.9320357,10565.0053465
2022,15509.9320357,10565.0053465
2023,15509.9320357,10565.0053465
2024,15509.9320357,10565.0053465
2025,16532.476423,11587.5497338
2026,16532.476423,11587.5497338
2027,16532.476423,11587.5497338
2028,16532.476423,11587.5497338
2029,16532.476423,11587.5497338
2030,16532.476423,11587.5497338
2031,16532.476423,11587.5497338
