year,Base case diesel consumed,Modeled residential ashp
2017,4123.63110081,-11386.3009504
2018,4123.63110081,-11386.3009504
2019,4123.63110081,-11386.3009504
2020,4123.63110081,-11386.3009504
2021,4123.63110081,-11386.3009504
2022,4123.63110081,-11386.3009504
2023,4123.63110081,-11386.3009504
2024,4123.63110081,-11386.3009504
2025,4395.49533772,-11114.4367135
2026,4395.49533772,-11114.4367135
2027,4395.49533772,-11114.4367135
2028,4395.49533772,-11114.4367135
2029,4395.49533772,-11114.4367135
2030,4395.49533772,-11114.4367135
2031,4395.49533772,-11114.4367135
