year,Base case diesel consumed,Modeled non-residential ashp
2017,7369.29965584,-6183.78066727
2018,7369.29965584,-6183.78066727
2019,7369.29965584,-6183.78066727
2020,7369.29965584,-6183.78066727
2021,7369.29965584,-6183.78066727
2022,7369.29965584,-6183.78066727
2023,7369.29965584,-6183.78066727
2024,7369.29965584,-6183.78066727
2025,7369.29965584,-6183.78066727
2026,7369.29965584,-6183.78066727
2027,7369.29965584,-6183.78066727
2028,7369.29965584,-6183.78066727
2029,7369.29965584,-6183.78066727
2030,7369.29965584,-6183.78066727
2031,7369.29965584,-6183.78066727
