year,Base case cost,Modeled non-residential energy efficiency
2017,532817.812761,522583.842443
2018,563275.402227,548475.512916
2019,604099.444035,583594.417029
2020,623335.69016,599573.112512
2021,636266.815502,609941.589657
2022,646312.384065,617785.049667
2023,653472.395847,623102.863987
2024,658922.625629,626903.333845
2025,665548.630189,631737.697473
2026,673563.532972,637901.922695
2027,680723.544754,643318.508087
2028,686173.774536,647215.434077
2029,693654.670097,652915.454426
2030,698784.016099,656619.829703
2031,706798.918882,662897.708111
