year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,52278.7,291819.02,178211.45,91183.04,240998.8,159285.0
2018,55433.6,309441.25,188293.83,91176.83,253834.15,159285.0
2019,59645.2,332937.57,201736.99,91183.61,271161.87,159285.0
2020,61657.04,344151.72,208153.05,91191.25,279183.97,159285.0
2021,62997.05,351627.83,212430.42,91192.88,284638.99,159285.0
2022,64054.84,357501.9,224528.79,91206.82,288810.48,163590.0
2023,64827.44,361773.96,227071.97,91225.08,291698.43,163590.0
2024,65410.75,364978.01,228979.36,91248.26,293944.62,163590.0
2025,66086.86,368716.06,231204.64,91263.75,296832.57,163590.0
2026,66947.5,373522.12,234065.72,91261.83,300041.41,163590.0
2027,67707.85,377794.18,236608.9,91248.78,302929.37,163590.0
2028,68279.52,380998.22,238516.28,91242.57,305175.55,163590.0
2029,69048.31,385270.28,241059.46,91250.21,308384.39,163590.0
2030,69618.83,388474.32,242966.85,91241.39,310309.69,163590.0
2031,70473.81,393280.39,245827.93,91226.57,313518.53,163590.0
