year,Base case diesel consumed,Modeled residential energy efficiency
2017,30552.6519033,24662.3156476
2018,30552.6519033,24662.3156476
2019,30552.6519033,24662.3156476
2020,30552.6519033,24662.3156476
2021,30552.6519033,24662.3156476
2022,31789.7560024,25899.4197467
2023,31789.7560024,25899.4197467
2024,31789.7560024,25899.4197467
2025,31789.7560024,25899.4197467
2026,31789.7560024,25899.4197467
2027,31789.7560024,25899.4197467
2028,31789.7560024,25899.4197467
2029,31789.7560024,25899.4197467
2030,31789.7560024,25899.4197467
2031,31789.7560024,25899.4197467
