year,Base case cost,Modeled water and wastewater efficiency
2017,143461.736918,111777.962062
2018,146610.428338,113603.454667
2019,150828.805718,116130.710899
2020,152848.290216,117233.820467
2021,154189.928564,117900.658015
2022,155261.666959,118398.106479
2023,156052.516762,118718.109279
2024,156659.005704,118923.360833
2025,157350.610094,119187.651572
2026,158209.326566,119563.202158
2027,158956.63348,119869.499504
2028,159522.088929,120062.452681
2029,160298.51258,120397.996746
2030,160860.222343,120596.31417
2031,161700.386044,120978.914323
