year,Base case diesel consumed,Modeled residential ashp
2017,4644.12082647,-21203.3789018
2018,4644.12082647,-21203.3789018
2019,4644.12082647,-21203.3789018
2020,4644.12082647,-21203.3789018
2021,4644.12082647,-21203.3789018
2022,4832.16541681,-21015.3343115
2023,4832.16541681,-21015.3343115
2024,4832.16541681,-21015.3343115
2025,4832.16541681,-21015.3343115
2026,4832.16541681,-21015.3343115
2027,4832.16541681,-21015.3343115
2028,4832.16541681,-21015.3343115
2029,4832.16541681,-21015.3343115
2030,4832.16541681,-21015.3343115
2031,4832.16541681,-21015.3343115
