year,Base case cost,Modeled residential energy efficiency
2017,337496.450923,330628.783686
2018,347578.826051,338123.045226
2019,361021.992889,348345.262304
2020,367438.049788,352909.893706
2021,371715.421055,355762.564288
2022,388118.791246,370932.007641
2023,390661.971727,372431.705534
2024,392569.357087,373426.827245
2025,394794.640007,374694.041049
2026,397655.718047,376492.034182
2027,400198.898527,378043.524236
2028,402106.283887,379089.22423
2029,404649.464368,380664.825121
2030,406556.849728,381734.070856
2031,409417.927768,383591.659818
