year,Base case cost,Modeled water and wastewater efficiency
2017,140500.826712,114341.131396
2018,147922.17815,119168.740955
2019,157838.342074,125749.660499
2020,162393.072283,128589.421313
2021,165442.375307,130384.938893
2022,167737.434369,131661.085881
2023,169475.055148,132555.40376
2024,170823.032303,133184.635879
2025,172367.881838,133958.993232
2026,174253.246748,134977.913209
2027,175897.837681,135834.593385
2028,177217.90738,136472.200886
2029,178924.99393,137387.22193
2030,180060.015929,137908.745508
2031,181954.500789,138967.655092
