year,Base case cost,Modeled diesel efficiency
2019,445577.382983,605196.904925
2020,467350.35769,620300.052139
2021,482099.086927,629127.454373
2022,493160.633855,634710.228946
2023,501456.79405,637883.855882
2024,507909.363091,639483.873518
2025,515283.72771,642021.87046
2026,524501.683483,646333.499464
2027,532378.860516,649521.590158
2028,538402.298013,651117.579584
2029,546685.410291,654858.753371
2030,552207.485142,656178.695932
2031,561410.943228,660932.072391
2032,570164.973008,665361.566786
2033,579361.18225,670275.74664
2034,589012.361538,675684.301631
2035,594974.908749,677818.427499
2036,605074.79146,683790.791877
2037,610583.818392,685664.86998
2038,620193.679273,691340.435171
