year,Base case diesel consumed,Modeled residential ashp
2017,39302.0582596,-99943.7259959
2018,39717.320685,-99528.4635705
2019,39509.6894723,-99736.0947832
2020,39509.6894723,-99736.0947832
2021,39509.6894723,-99736.0947832
2022,39302.0582596,-99943.7259959
2023,39094.4270469,-100151.357209
2024,38471.5334088,-100774.250847
2025,38056.2709834,-101189.513272
2026,37641.008558,-101604.775698
2027,37433.3773453,-101812.40691
2028,37225.7461326,-102020.038123
2029,35979.9588564,-103265.825399
2030,34941.8027929,-104303.981463
2031,34111.2779421,-105134.506313
