year,Base case cost,Modeled water and wastewater efficiency
2017,29022.4313521,39260.3368126
2018,30632.0672062,39867.3885026
2019,32718.017834,40791.8800287
2020,33753.8450588,41043.7138273
2021,34449.1945567,41084.4963109
2022,34992.1988707,41034.249339
2023,35286.6836333,40831.17868
2024,35494.1113959,40579.4534706
2025,35819.2802791,40413.3985387
2026,36207.2137718,40297.2084356
2027,36502.6265785,40130.4822953
2028,36803.4766801,39975.9201873
2029,36963.0062011,39729.2930443
2030,36992.8337366,39408.2419135
2031,37297.7307324,39275.917375
