year,Base case diesel consumed,Modeled water and wastewater efficiency
2017,5802.58221666,3771.67844083
2018,5810.59260399,3776.88519259
2019,5809.5677214,3776.21901891
2020,5807.89071441,3775.12896436
2021,5807.62538399,3774.95649959
2022,5801.45611443,3770.94647438
2023,5792.78307587,3765.30899931
2024,5779.58781372,3756.73207892
2025,5766.98502386,3748.54026551
2026,5755.47702563,3741.06006666
2027,5747.72657034,3736.02227072
2028,5740.95565124,3731.62117331
2029,5704.07229422,3707.64699124
2030,5674.06863367,3688.14461188
2031,5651.79356496,3673.66581723
