year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,197764.37,5802.58,63598.6,139245.78
2018,196423.27,5810.59,63598.6,140717.04
2019,205427.25,5809.57,63598.6,139981.41
2020,199816.08,5807.89,63598.6,139981.41
2021,200555.53,5807.63,63598.6,139981.41
2022,202099.62,5801.46,63598.6,139245.78
2023,201101.52,5792.78,63598.6,138510.15
2024,201668.89,5779.59,63598.6,136303.26
2025,202095.57,5766.99,63598.6,134832.0
2026,202038.66,5755.48,63598.6,133360.74
2027,202295.48,5747.73,63598.6,132625.11
2028,202393.24,5740.96,63598.6,131889.48
2029,203103.57,5704.07,63598.6,127475.71
2030,203625.21,5674.07,63598.6,123797.56
2031,204040.67,5651.79,63598.6,120855.04
