year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,2140148.64,14006.1,1774403.0,1382989.17
2018,2144392.46,14069.54,1774403.0,1402946.92
2019,2148636.28,14132.3,1774403.0,1422904.67
2020,2152637.59,14192.46,1774403.0,1441615.06
2021,2156457.03,14249.0,1774403.0,1459078.09
2022,2160094.59,14303.59,1774403.0,1476541.12
2023,2163610.89,14356.28,1774403.0,1492756.79
2024,2167127.2,14408.84,1774403.0,1510219.82
2025,2170643.5,14460.7,1774403.0,1526435.49
2026,2174099.18,14512.3,1774403.0,1542651.16
2027,2177433.61,14562.08,1774403.0,1557619.47
2028,2180707.42,14610.62,1774403.0,1573835.14
2029,2184648.1,14669.88,1774403.0,1592545.53
2030,2188467.54,14726.38,1774403.0,1610008.56
2031,2191983.84,14779.28,1774403.0,1626224.23
2032,2194893.89,14822.84,1774403.0,1641192.54
2033,2197622.06,14863.38,1774403.0,1653666.13
2034,2200350.23,14903.79,1774403.0,1666139.72
2035,2203199.65,14946.3,1774403.0,1679860.67
2036,2206291.57,14992.67,1774403.0,1694828.98
2037,2209626.0,15042.46,1774403.0,1709797.3
2038,2212839.18,15090.64,1774403.0,1724765.61
2039,2215749.22,15133.94,1774403.0,1738486.56
2040,2218416.77,15173.54,1774403.0,1750960.15
