year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,1774403.00426,1313058.22315
2018,1774403.00426,1313058.22315
2019,1774403.00426,1313058.22315
2020,1774403.00426,1313058.22315
2021,1774403.00426,1313058.22315
2022,1774403.00426,1313058.22315
2023,1774403.00426,1313058.22315
2024,1774403.00426,1313058.22315
2025,1774403.00426,1313058.22315
2026,1774403.00426,1313058.22315
2027,1774403.00426,1313058.22315
2028,1774403.00426,1313058.22315
2029,1774403.00426,1313058.22315
2030,1774403.00426,1313058.22315
2031,1774403.00426,1313058.22315
