year,Base case cost,Modeled diesel efficiency
2019,5543481.60076,6379058.26458
2020,5876700.62917,6650589.43049
2021,6124337.9622,6845054.88076
2022,6307476.19372,6981603.36386
2023,6425924.35192,7060044.42729
2024,6544724.14072,7139490.44571
2025,6663875.56013,7219925.35793
2026,6826671.44082,7340690.59757
2027,6946013.22576,7422590.34053
2028,7065492.02538,7505237.91097
2029,7209338.73995,7610646.79179
2030,7309481.57978,7676919.27276
2031,7474664.91101,7802899.93704
2032,7616281.80255,7908023.42462
2033,7779582.09128,8033412.66516
2034,7943264.32359,8159689.72642
2035,8063710.71363,8247189.40533
2036,8229467.56649,8376395.96968
2037,8352386.2834,8467162.24645
2038,8519430.83178,8598534.58751
