year,annotation,consumption kWh,residential kWh,non-residential kWh
2003,,26537897.0,9156497.0,17381400.0
2004,,27143010.0,9427762.0,17715248.0
2005,,28161411.0,9464070.0,18697341.0
2006,,28053803.0,9499104.0,18554699.0
2007,,27814287.0,9275081.0,18539206.0
2008,,38032985.0,9679545.0,28353440.0
2009,,33053269.0,9279304.0,23773965.0
2010,,33398789.0,9209186.0,24189603.0
2011,,32776049.0,9216947.0,23559102.0
2012,,33333253.0,9780351.0,23552902.0
2013,,31840671.0,9493819.0,22346852.0
2014,start of forecast,32857673.0,9704721.0,23152952.0
2015,,32927826.0,9774874.0,23152952.0
2016,,32996171.0,9843219.0,23152952.0
2017,,33061246.0,9908294.0,23152952.0
2018,,33124800.0,9971848.0,23152952.0
2019,,33187672.0,10034720.0,23152952.0
2020,,33247946.0,10094994.0,23152952.0
2021,,33304584.0,10151632.0,23152952.0
2022,,33359276.0,10206324.0,23152952.0
2023,,33412057.0,10259105.0,23152952.0
2024,,33464712.0,10311760.0,23152952.0
2025,,33516667.0,10363715.0,23152952.0
2026,,33568364.0,10415412.0,23152952.0
2027,,33618232.0,10465280.0,23152952.0
2028,,33666861.0,10513909.0,23152952.0
2029,,33726237.0,10573285.0,23152952.0
2030,,33782832.0,10629880.0,23152952.0
2031,,33835833.0,10682881.0,23152952.0
2032,,33879473.0,10726521.0,23152952.0
2033,,33920084.0,10767132.0,23152952.0
2034,,33960573.0,10807621.0,23152952.0
2035,,34003154.0,10850202.0,23152952.0
2036,,34049610.0,10896658.0,23152952.0
2037,,34099487.0,10946535.0,23152952.0
2038,,34147754.0,10994802.0,23152952.0
2039,,34191138.0,11038186.0,23152952.0
2040,,34230806.0,11077854.0,23152952.0
