year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,62601.13,7930802.7,6348388.74,67504.9,6271960.77,2861877.28
2018,66261.37,8356659.43,6776708.83,71352.69,6587805.23,3041543.8
2019,71220.58,8942212.42,7342670.05,76529.26,7022091.36,3279941.71
2020,73652.66,9208372.87,7655464.25,79146.64,7219494.14,3408667.82
2021,75513.44,9403557.2,7908697.44,81180.33,7364256.19,3511787.06
2022,76947.04,9545509.44,8121476.27,82778.4,7469537.67,3597259.81
2023,77948.28,9634229.59,8285305.79,83933.54,7535338.6,3661985.58
2024,78954.09,9722949.74,8457742.51,85095.1,7601139.53,3729851.78
2025,79961.3,9811669.89,8624877.53,86258.33,7666940.46,3795753.69
2026,81262.5,9935878.1,8824487.14,87724.33,7759061.76,3875378.66
2027,82269.34,10024598.25,8987991.92,88886.16,7824862.68,3939910.98
2028,83274.1,10113318.4,9160253.58,90044.55,7890663.61,4007637.0
2029,84492.09,10219782.58,9364707.12,91452.39,7969624.73,4088057.19
2030,85406.52,10290758.7,9531795.99,92542.67,8022265.47,4152936.45
2031,86747.9,10414966.91,9741633.94,94065.93,8114386.77,4236200.79
2032,87892.95,10521431.09,9929770.75,95364.2,8193347.88,4310581.59
2033,89173.75,10645639.3,10120996.84,96796.77,8285469.18,4386989.91
2034,90459.49,10769847.51,10313969.23,98236.25,8377590.48,4464019.58
2035,91464.78,10858567.66,10482899.6,99392.86,8443391.41,4530404.48
2036,92798.05,10982775.87,10694944.96,100901.93,8535512.71,4614376.34
2037,93858.33,11071496.02,10874889.94,102139.23,8601313.64,4684758.28
2038,95215.28,11195704.23,11090827.06,103682.52,8693434.94,4770114.87
2039,96245.22,11284424.38,11265981.75,104874.26,8759235.87,4838714.47
2040,97710.91,11426376.62,11486891.67,106511.37,8864517.35,4926768.75
