year,Base case cost,Modeled biomass for heat (cordwood)
2017,262623.9848,277862.266835
2018,281432.437177,292333.368645
2019,306178.009553,311609.186349
2020,317572.38193,320134.610445
2021,325499.143514,325878.190937
2022,331447.985099,330042.052583
2023,335411.885891,332618.816734
2024,338881.286683,334811.375121
2025,342845.497475,337417.23008
2026,347806.25906,340842.055924
2027,351778.000644,343482.889188
2028,355255.332229,345738.288842
2029,359715.173021,348797.664106
2030,362690.943813,350672.798658
2031,367151.114605,353757.467293
2032,372106.235397,357253.397339
2033,377053.935397,360753.668909
2034,382504.13619,364672.194709
2035,385472.81619,366599.083125
2036,390915.39619,370532.160057
