year,annotation,consumption kWh,residential kWh,non-residential kWh
2003,,230674.0,71140.0,159534.0
2004,,206548.0,67676.0,138872.0
2005,,184252.0,61275.0,122977.0
2006,,225603.0,57848.0,167755.0
2007,,226094.0,60622.0,165472.0
2008,,228618.0,58395.0,170223.0
2009,,212850.0,53391.0,159459.0
2010,,201759.0,51340.0,150419.0
2011,,173341.0,55656.0,117685.0
2012,,178080.0,62039.0,116041.0
2013,,184017.0,66540.0,117477.0
2014,start of forecast,177636.0,60568.0,117068.0
2015,,177662.0,60594.0,117068.0
2016,,177699.0,60631.0,117068.0
2017,,177743.0,60675.0,117068.0
2018,,177781.0,60714.0,117068.0
2019,,177824.0,60757.0,117068.0
2020,,177858.0,60791.0,117068.0
2021,,177889.0,60821.0,117068.0
2022,,177907.0,60839.0,117068.0
2023,,177929.0,60861.0,117068.0
2024,,177941.0,60874.0,117068.0
2025,,177953.0,60885.0,117068.0
2026,,177980.0,60912.0,117068.0
2027,,178002.0,60934.0,117068.0
2028,,178021.0,60953.0,117068.0
2029,,178037.0,60970.0,117068.0
2030,,178053.0,60985.0,117068.0
2031,,178066.0,60998.0,117068.0
2032,,178076.0,61008.0,117068.0
2033,,178081.0,61013.0,117068.0
2034,,178086.0,61019.0,117068.0
2035,,178087.0,61019.0,117068.0
2036,,178087.0,61019.0,117068.0
2037,,178083.0,61015.0,117068.0
2038,,178077.0,61010.0,117068.0
2039,,178070.0,61002.0,117068.0
2040,,178066.0,60998.0,117068.0
