year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,0,254122
2004,,0,0,0,0,0,230950
2005,,0,0,0,0,0,206218
2006,,0,0,0,0,0,242199
2007,,0,0,0,0,0,240636
2008,,0,0,0,0,0,251919
2009,,0,0,0,0,0,243777
2010,,0,0,0,0,0,238532
2011,,0,0,0,0,0,213034
2012,,0,0,0,0,0,224749
2013,,0,0,0,0,0,218792
2014,start of forecast,0,0,0,0,0,218000
2015,,0,0,0,0,0,218000
2016,,0,0,0,0,0,218000
2017,,0,0,0,0,0,218000
2018,,0,0,0,0,0,218000
2019,,0,0,0,0,0,218000
2020,,0,0,0,0,0,218000
2021,,0,0,0,0,0,218000
2022,,0,0,0,0,0,218000
2023,,0,0,0,0,0,218000
2024,,0,0,0,0,0,218000
2025,,0,0,0,0,0,218000
2026,,0,0,0,0,0,218000
2027,,0,0,0,0,0,218000
2028,,0,0,0,0,0,218000
2029,,0,0,0,0,0,218000
2030,,0,0,0,0,0,218000
2031,,0,0,0,0,0,218000
2032,,0,0,0,0,0,218000
2033,,0,0,0,0,0,218000
2034,,0,0,0,0,0,218000
2035,,0,0,0,0,0,218000
2036,,0,0,0,0,0,218000
2037,,0,0,0,0,0,218000
2038,,0,0,0,0,0,218000
2039,,0,0,0,0,0,218000
2040,,0,0,0,0,0,218000
