year,Base case cost,Modeled non-residential energy efficiency
2017,283251.530009,298387.864052
2018,301611.469497,314712.01873
2019,325769.284612,336493.723113
2020,336881.879565,346063.387742
2021,344612.380401,352481.610852
2022,350410.256029,357107.086711
2023,354275.506447,359939.359033
2024,357657.600564,362337.143728
2025,361522.850982,365206.113328
2026,366354.414005,368998.896716
2027,370219.664423,371902.863563
2028,373601.758539,374370.662451
2029,377950.16526,377761.059111
2030,380849.103074,379808.397896
2031,385197.509795,383230.624372
