year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,36737.7577975,27185.9407701
2018,36737.7577975,27185.9407701
2019,36737.7577975,27185.9407701
2020,36737.7577975,27185.9407701
2021,36737.7577975,27185.9407701
2022,36737.7577975,27185.9407701
2023,36737.7577975,27185.9407701
2024,36737.7577975,27185.9407701
2025,36737.7577975,27185.9407701
2026,36737.7577975,27185.9407701
2027,36737.7577975,27185.9407701
2028,36737.7577975,27185.9407701
2029,36737.7577975,27185.9407701
2030,36737.7577975,27185.9407701
2031,36737.7577975,27185.9407701
