year,Base case cost,Modeled non-residential energy efficiency
2017,6678755.77125,6515707.08831
2018,7050711.00273,6825714.45182
2019,7591736.79396,7285544.38137
2020,7828435.57763,7476906.77329
2021,8014413.19336,7623870.1262
2022,8132762.58519,7711486.10835
2023,8234204.92105,7784560.8837
2024,8301833.14496,7828146.57084
2025,8386368.42484,7887049.77574
2026,8487810.76069,7961261.61726
2027,8589253.09655,8035834.85448
2028,8656881.32045,8080883.88339
2029,8758323.65631,8156154.70054
2030,8825951.88021,8201884.95985
2031,8927394.21607,8277821.04069
