year,Base case cost,Modeled water and wastewater efficiency
2017,86489.3166922,157970.285048
2018,91082.1278131,158867.682186
2019,98119.2855652,161512.837706
2020,101081.189365,161388.708272
2021,103404.111557,160873.52909
2022,104822.405356,159781.805739
2023,106020.828499,158586.506087
2024,106733.546276,157102.088725
2025,107657.923814,155810.436479
2026,108765.593882,154690.594305
2027,109826.222248,153582.002639
2028,110430.803566,152200.789137
2029,111562.302342,151227.194432
2030,112200.617234,149952.942621
2031,113670.117239,149297.451608
