year,Base case diesel consumed,Modeled residential ashp
2017,149196.855885,-793290.198931
2018,148181.158203,-794305.896612
2019,147978.018667,-794509.036149
2020,147571.739594,-794915.315221
2021,147165.460522,-795321.594294
2022,146759.181449,-795727.873366
2023,146352.902376,-796134.152439
2024,145946.623304,-796540.431512
2025,145337.204695,-797149.85012
2026,144727.786086,-797759.268729
2027,143915.227941,-798571.826874
2028,143102.669796,-799384.38502
2029,142493.251187,-799993.803628
2030,141883.832578,-800603.222237
2031,142290.111651,-800196.943165
