year,Base case diesel consumed,Modeled non-residential ashp
2017,128836.01329,-151242.277031
2018,128836.01329,-151242.277031
2019,128836.01329,-151242.277031
2020,128836.01329,-151242.277031
2021,128836.01329,-151242.277031
2022,128836.01329,-151242.277031
2023,128836.01329,-151242.277031
2024,128836.01329,-151242.277031
2025,128836.01329,-151242.277031
2026,128836.01329,-151242.277031
2027,128836.01329,-151242.277031
2028,128836.01329,-151242.277031
2029,128836.01329,-151242.277031
2030,128836.01329,-151242.277031
2031,128836.01329,-151242.277031
