year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,32656.42,445874.02,203371.93,16266.32,87361.31,19722.01
2018,36434.03,497321.02,230929.47,27200.53,146063.75,33408.09
2019,41846.99,571061.73,269868.97,42875.64,230203.93,53336.65
2020,44245.75,603644.83,285266.89,49807.21,267382.15,61950.59
2021,46017.32,627653.43,301776.56,54918.18,294776.62,69173.31
2022,47285.57,644802.43,315326.73,58571.39,314344.11,74698.82
2023,48176.77,656806.73,321197.17,61131.44,328041.35,77953.74
2024,48941.73,667096.13,331717.3,63326.84,339781.84,81752.98
2025,49832.72,679100.43,343273.6,65887.4,353479.07,86098.57
2026,50975.89,694534.53,351075.27,69178.18,371089.81,90388.11
2027,51867.7,706538.83,362956.06,71740.06,384787.05,94867.39
2028,52633.96,716828.23,368241.83,73937.68,396527.54,97761.95
2029,53649.75,730547.44,381299.87,76863.45,412181.52,102845.72
2030,54288.41,739121.94,385775.22,78695.31,421965.26,105286.91
2031,55431.85,754556.04,400038.72,81987.92,439576.0,110986.79
2032,,,407312.15,,,114939.21
2033,,,421942.49,,,120790.21
2034,,,436826.78,,,126745.83
2035,,,442451.16,,,129779.89
2036,,,458625.56,,,136386.5
