year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,389992.56,12560.16,171490.01,78219.97
2018,388829.42,12563.46,171490.01,79630.85
2019,387734.71,12566.66,171490.01,81041.73
2020,386708.41,12569.82,171490.01,81041.73
2021,385613.69,12573.04,171490.01,82452.61
2022,384587.4,12575.95,171490.01,83863.49
2023,383629.52,12578.79,171490.01,83863.49
2024,382740.06,12581.42,171490.01,85274.37
2025,381850.61,12584.02,171490.01,86685.25
2026,380961.15,12586.64,171490.01,86685.25
2027,380071.69,12589.25,171490.01,88096.13
2028,379182.24,12591.86,171490.01,88096.13
2029,378566.46,12593.84,171490.01,89507.01
2030,377813.84,12595.92,171490.01,89507.01
2031,377061.23,12598.15,171490.01,90917.89
2032,376171.77,,,90917.89
2033,375282.31,,,92328.77
2034,374324.44,,,93739.65
2035,373434.98,,,93739.65
2036,372613.94,,,95150.53
