year,Base case cost,Modeled non-residential energy efficiency
2017,533235.327269,714044.797971
2018,643384.778603,808931.612611
2019,801265.658848,944936.046927
2020,871026.978027,1005031.02953
2021,922430.055316,1049311.54303
2022,959146.539094,1080940.48124
2023,984848.077739,1103080.73799
2024,1006877.96801,1122058.10092
2025,1032579.50665,1144198.35767
2026,1065624.34205,1172664.40206
2027,1091325.88069,1194804.65881
2028,1113355.77096,1213782.02174
2029,1142728.95798,1239085.17231
2030,1161087.19987,1254899.64142
2031,1194132.03527,1283365.68581
