year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,93166.0469791,68942.8747645
2018,93166.0469791,68942.8747645
2019,93166.0469791,68942.8747645
2020,93166.0469791,68942.8747645
2021,93166.0469791,68942.8747645
2022,93166.0469791,68942.8747645
2023,93166.0469791,68942.8747645
2024,93166.0469791,68942.8747645
2025,93166.0469791,68942.8747645
2026,93166.0469791,68942.8747645
2027,93166.0469791,68942.8747645
2028,93166.0469791,68942.8747645
2029,93166.0469791,68942.8747645
2030,93166.0469791,68942.8747645
2031,93166.0469791,68942.8747645
