year,Base case diesel consumed,Modeled non-residential ashp
2017,153523.26266,125573.448595
2018,159393.344454,131443.530388
2019,165263.426247,137313.612181
2020,171133.50804,143183.693974
2021,177003.589833,149053.775768
2022,182873.671627,154923.857561
2023,189917.769779,161967.955713
2024,196961.867931,169012.053865
2025,202831.949724,174882.135658
2026,209876.047876,181926.23381
2027,216920.146028,188970.331962
2028,223964.24418,196014.430114
2029,231008.342332,203058.528266
2030,238052.440484,210102.626418
2031,245096.538636,217146.72457
