year,Base case cost,Modeled water and wastewater efficiency
2017,268383.007095,206310.914837
2018,288349.563646,220973.880436
2019,314018.238498,239822.309792
2020,330541.11805,251960.00335
2021,344732.553494,262387.307318
2022,357025.345833,271421.714036
2023,368501.128343,279856.97775
2024,379662.769465,288062.055392
2025,391699.942296,296910.079233
2026,404591.786722,306385.682418
2027,417104.403065,315583.22808
2028,429223.749818,324492.408762
2029,443061.665483,334663.584879
2030,455171.156099,343566.345827
2031,469633.915785,354196.915816
