year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,17970.21,474118.96,1026998.03,26140.84,1501245.21,1120410.39
2018,20184.6,529503.74,1116168.62,26454.41,1510386.26,1140264.13
2019,23062.38,603350.1,1223008.59,26742.32,1522574.32,1156033.87
2020,24539.37,640273.29,1281844.16,26923.01,1528668.35,1167255.5
2021,25564.37,664888.74,1328122.03,27082.93,1532731.04,1179173.93
2022,26386.14,685401.62,1359290.09,27177.59,1536116.61,1183987.48
2023,26872.65,697709.35,1379429.52,27226.68,1538147.96,1187765.03
2024,27239.23,707965.79,1389924.24,27227.55,1539840.74,1186857.92
2025,27770.02,722324.81,1405905.51,27247.72,1542210.65,1186466.86
2026,28391.28,738735.11,1424560.62,27286.09,1544919.1,1186328.97
2027,28895.06,751042.84,1448407.63,27351.75,1546950.45,1192337.84
2028,29399.09,763350.57,1468769.2,27416.76,1548981.79,1196130.96
2029,29665.31,777709.58,1447605.35,27189.86,1551351.69,1173421.77
2030,29760.74,785914.74,1428640.2,27011.61,1552705.92,1156583.79
2031,30245.04,802325.04,1431000.31,26933.81,1555414.38,1147417.87
2032,,,1466166.88,,,1156388.82
2033,,,1510747.22,,,1171868.26
2034,,,1554758.95,,,1185402.16
2035,,,1580368.56,,,1193440.32
2036,,,1596934.8,,,1191250.25
