year,Base case cost,Modeled non-residential energy efficiency
2017,1975364.17434,1874509.34422
2018,2039889.99715,1929874.06697
2019,2125924.42757,2006114.1833
2020,2168941.64278,2041076.81574
2021,2197619.78626,2062380.1696
2022,2221518.23915,2079227.97228
2023,2235857.31089,2087013.11217
2024,2247806.53734,2092637.66094
2025,2264535.45436,2103003.76971
2026,2283654.21668,2115806.38559
2027,2297993.28842,2124136.89072
2028,2312332.36015,2132595.84315
2029,2329061.27718,2143482.05272
2030,2338620.65834,2147585.29802
2031,2357739.42065,2161015.45071
