year,Base case cost,Modeled residential energy efficiency
2017,2147408.41972,2253008.97732
2018,2256432.75558,2337150.65783
2019,2379042.46269,2429469.34939
2020,2449099.65855,2480616.55257
2021,2507295.95663,2523815.61884
2022,2543277.5652,2546220.54464
2023,2567194.54533,2559221.24005
2024,2576782.1564,2558682.94257
2025,2592372.36688,2563067.69345
2026,2610889.59003,2569918.04553
2027,2640745.46688,2589507.85699
2028,2664900.16554,2603549.63334
2029,2621027.12172,2549091.22736
2030,2585223.99856,2504714.7714
2031,2578418.17823,2486990.26955
2032,2622555.69626,2519726.39532
2033,2682615.48167,2569142.80038
2034,2740161.10619,2615555.88141
2035,2773808.88104,2640688.80428
2036,2788185.0571,2644188.83107
