year,Base case cost,Modeled water and wastewater efficiency
2017,85316.7618127,84974.8562171
2018,94216.6704,91255.1448723
2019,106506.039253,99937.2561024
2020,113180.325704,104639.286645
2021,118669.711005,108501.801794
2022,123472.959418,111877.928172
2023,127535.336439,114729.035891
2024,131132.802651,117250.229865
2025,135355.028886,120214.158727
2026,139942.101773,123436.584497
2027,144283.949926,126485.53035
2028,148366.076888,129350.710988
2029,153085.52143,132664.285908
2030,157190.327495,135543.021879
2031,162188.40072,139056.090582
