year,annotation,Electricity price ($/kwh)
2002,,0.39
2003,,0.4
2004,,0.42
2005,,0.46
2006,,0.46
2007,,0.46
2008,,0.51
2009,,0.6
2010,,0.51
2011,,0.56
2012,,0.62
2013,,0.59
2016,start of forecast,0.15
2017,,0.18
2018,,0.2
2019,,0.23
2020,,0.24
2021,,0.25
2022,,0.26
2023,,0.26
2024,,0.27
2025,,0.27
2026,,0.28
2027,,0.28
2028,,0.29
2029,,0.29
2030,,0.3
2031,,0.3
2032,,0.31
2033,,0.31
2034,,0.32
2035,,0.32
2036,,0.33
2037,,0.34
2038,,0.34
2039,,0.35
2040,,0.35
