year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,20641.0,349976.77,88178.01,30504.58,1799502.98,133408.75
2018,22123.12,375167.15,94400.0,31512.19,1859254.42,137838.5
2019,24121.31,409119.39,102786.17,32871.57,1939788.96,143809.05
2020,25085.21,425547.89,102124.74,33525.37,1978757.29,142383.37
2021,25725.32,436500.23,104710.47,33957.94,2004736.18,144252.71
2022,26236.09,445262.1,106779.05,34302.34,2025519.29,145748.18
2023,26553.32,450738.27,108071.91,34514.95,2038508.73,146682.85
2024,26805.83,455119.2,104064.34,34683.38,2048900.29,142962.99
2025,27121.9,460595.37,105297.46,34894.6,2061889.73,143869.33
2026,27565.44,468262.01,107023.83,35191.84,2080074.95,145138.21
2027,27878.51,473738.17,108256.95,35399.29,2093064.39,146044.56
2028,28125.9,478119.11,103950.66,35561.32,2103455.95,142183.08
2029,28502.25,484690.51,105358.71,35811.45,2119043.28,143236.71
2030,28748.4,489071.44,100885.13,35972.11,2129434.83,139295.93
2031,29122.05,495642.85,102221.49,36219.06,2145022.16,140315.57
2032,,,98212.97,,,136788.31
2033,,,99477.63,,,137773.95
2034,,,95230.13,,,134133.4
2035,,,96224.27,,,134926.45
2036,,,91749.75,,,131178.27
