year,Base case cost,Modeled water and wastewater efficiency
2017,51145.5764407,40683.4739524
2018,53635.3159279,42402.5657705
2019,56992.8813399,44720.9212919
2020,58610.5870881,45837.8102564
2021,59683.2629266,46578.30651
2022,60538.4377043,47168.6101448
2023,61068.2681094,47534.2602834
2024,61489.2123874,47824.7173047
2025,62016.4986635,48188.5748383
2026,62757.2786058,48699.8059405
2027,63277.7983719,49058.8892037
2028,63687.2211428,49341.2168491
2029,64313.7002603,49773.4417181
2030,64720.5104805,50053.9343366
2031,65341.1080963,50482.0176087
