year,Base case diesel consumed,Modeled non-residential ashp
2017,6992.36746606,-8208.4313732
2018,6992.36746606,-8208.4313732
2019,6992.36746606,-8208.4313732
2020,6992.36746606,-8208.4313732
2021,6992.36746606,-8208.4313732
2022,6992.36746606,-8208.4313732
2023,6992.36746606,-8208.4313732
2024,6992.36746606,-8208.4313732
2025,6992.36746606,-8208.4313732
2026,6992.36746606,-8208.4313732
2027,6992.36746606,-8208.4313732
2028,6992.36746606,-8208.4313732
2029,6992.36746606,-8208.4313732
2030,6992.36746606,-8208.4313732
2031,6992.36746606,-8208.4313732
