year,Base case diesel consumed,Modeled residential ashp
2017,25703.7071863,-89452.1160908
2018,25500.2950127,-89655.5282644
2019,25500.2950127,-89655.5282644
2020,25500.2950127,-89655.5282644
2021,25296.8828392,-89858.9404379
2022,25296.8828392,-89858.9404379
2023,25093.4706657,-90062.3526114
2024,24890.0584921,-90265.764785
2025,24890.0584921,-90265.764785
2026,24686.6463186,-90469.1769585
2027,24483.2341451,-90672.589132
2028,24279.8219715,-90876.0013056
2029,24279.8219715,-90876.0013056
2030,24076.409798,-91079.4134791
2031,23872.9976245,-91282.8256526
