year,Base case cost,Modeled residential energy efficiency
2017,232218.912673,232846.108847
2018,244043.882333,244037.275438
2019,268832.928262,268063.914576
2020,276166.998918,274935.756883
2021,281463.827724,279842.553351
2022,285130.863052,283178.227548
2023,287575.55327,285336.705889
2024,299312.633267,296805.800663
2025,302257.750856,299460.83638
2026,305202.868445,302120.471891
2027,307727.25495,304377.271726
2028,320296.830176,316683.646991
2029,323334.926766,319449.42409
2030,325070.98196,320957.553544
2031,328109.078549,323731.599571
2032,331581.188938,326930.245665
2033,335053.299326,330132.787936
2034,338091.395915,332918.52469
2035,350917.658491,345522.949956
2036,354496.030594,348842.903088
