year,Base case cost,Modeled non-residential energy efficiency
2017,325014.652603,318429.333504
2018,344073.247234,335089.16974
2019,369484.706741,357518.995596
2020,380919.863519,367300.067358
2021,389178.587859,374216.839517
2022,394896.166248,378844.569176
2023,398707.885175,381758.520897
2024,401884.317613,384109.541839
2025,406331.323027,387624.061588
2026,410778.328441,391150.640103
2027,414590.047367,394113.419447
2028,418401.766293,397087.69893
2029,422848.771707,400648.784327
2030,425389.917657,402494.111172
2031,429836.923071,406076.874292
