year,Base case diesel consumed,Modeled diesel efficiency
2019,35513.7514574,32285.2285976
2020,35267.3232723,32061.2029748
2021,35020.8950873,31837.1773521
2022,34774.4669023,31613.1517293
2023,34528.0387172,31389.1261066
2024,34404.8246247,31277.1132952
2025,34158.3964397,31053.0876724
2026,33911.9682547,30829.0620497
2027,33665.5400696,30605.0364269
2028,33419.1118846,30381.0108042
2029,33172.6836996,30156.9851814
2030,33049.4696071,30044.97237
2031,32803.041422,29820.9467473
2032,32679.8273295,29708.9339359
2033,32556.613237,29596.9211245
2034,32310.185052,29372.8955018
2035,32186.9709595,29260.8826904
2036,32063.7568669,29148.869879
2037,31940.5427744,29036.8570677
2038,31817.3286819,28924.8442563
