year,Base case diesel consumed,Modeled non-residential ashp
2017,40562.8127226,30267.9882916
2018,40562.8127226,30267.9882916
2019,40562.8127226,30267.9882916
2020,40562.8127226,30267.9882916
2021,40562.8127226,30267.9882916
2022,40562.8127226,30267.9882916
2023,40562.8127226,30267.9882916
2024,40562.8127226,30267.9882916
2025,40562.8127226,30267.9882916
2026,40562.8127226,30267.9882916
2027,40562.8127226,30267.9882916
2028,40562.8127226,30267.9882916
2029,40562.8127226,30267.9882916
2030,40562.8127226,30267.9882916
2031,40562.8127226,30267.9882916
