year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,36129.82,1180.86,40562.81,12063.04
2018,35883.39,1191.01,40562.81,12063.04
2019,35513.75,1199.79,40562.81,12652.02
2020,35267.32,1208.43,40562.81,12652.02
2021,35020.9,1216.94,40562.81,12652.02
2022,34774.47,1224.02,40562.81,12652.02
2023,34528.04,1229.98,40562.81,12652.02
2024,34404.82,1235.78,40562.81,13241.01
2025,34158.4,1241.99,40562.81,13241.01
2026,33911.97,1249.9,40562.81,13241.01
2027,33665.54,1257.01,40562.81,13241.01
2028,33419.11,1263.97,40562.81,13830.0
2029,33172.68,1270.26,40562.81,13830.0
2030,33049.47,1275.97,40562.81,13830.0
2031,32803.04,1281.29,40562.81,13830.0
2032,32679.83,,,13830.0
2033,32556.61,,,13830.0
2034,32310.19,,,13830.0
2035,32186.97,,,14418.98
2036,32063.76,,,14418.98
