year,Base case cost,Modeled diesel efficiency
2019,144896.105946,297429.246723
2020,150238.79714,298402.515732
2021,153741.729433,297794.301406
2022,155789.611722,295952.205713
2023,156757.295776,293214.919607
2024,157918.145027,290738.011625
2025,159178.127409,288434.011212
2026,160403.609845,286179.49344
2027,161257.936934,283666.513104
2028,162082.69264,281203.750646
2029,163209.603802,279090.968899
2030,163925.369251,276677.947543
2031,164999.298353,274662.335357
2032,166993.917654,273553.837206
2033,168968.8227,272495.8964
2034,169951.573373,270602.871526
2035,170912.815795,268755.600742
2036,172823.649513,267835.371196
2037,173756.552693,266088.395565
2038,175631.654324,265258.785925
