year,Base case diesel consumed,Modeled residential ashp
2017,186258.747727,71102.9244495
2018,184784.746469,69628.923192
2019,184784.746469,69628.923192
2020,184784.746469,69628.923192
2021,183310.745212,68154.9219345
2022,183310.745212,68154.9219345
2023,181836.743954,66680.920677
2024,180362.742697,65206.9194195
2025,180362.742697,65206.9194195
2026,178888.741439,63732.918162
2027,177414.740182,62258.9169045
2028,175940.738924,60784.915647
2029,175940.738924,60784.915647
2030,174466.737667,59310.9143895
2031,172992.736409,57836.913132
