year,Base case diesel consumed,Modeled residential energy efficiency
2017,795721.627323,542958.779512
2018,796704.22843,543941.38062
2019,797686.829538,544923.981728
2020,797686.829538,544923.981728
2021,797686.829538,544923.981728
2022,795721.627323,542958.779512
2023,793756.425107,540993.577297
2024,790808.621784,538045.773974
2025,786878.217354,534115.369543
2026,784913.015138,532150.167328
2027,780982.610707,528219.762897
2028,777052.206277,524289.358466
2029,772139.200738,519376.352928
2030,767226.1952,514463.34739
2031,762313.189662,509550.341851
2032,756417.583015,503654.735205
2033,752487.178585,499724.330774
2034,748556.774154,495793.926344
2035,742661.167508,489898.319698
2036,737748.16197,484985.314159
