year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,545022.86,29653800.0,29653800.0
2004,,545022.86,30806710.0,30806710.0
2005,,545022.86,36558474.0,36558474.0
2006,,545022.86,39472458.0,39472458.0
2007,,545022.86,38389955.0,38389955.0
2008,,545022.86,37646196.0,37646196.0
2009,,545022.86,38716137.0,38716137.0
2010,,545022.86,38009109.0,38009109.0
2011,,545022.86,44319659.0,44319659.0
2012,,545022.86,45269996.0,45269996.0
2013,,545022.86,46408269.0,46408269.0
2014,start of forecast,545022.86,45448000.0,45448000.0
2015,,545022.86,45450000.0,45450000.0
2016,,545022.86,45451000.0,45451000.0
2017,,545022.86,45453000.0,45453000.0
2018,,545022.86,45453000.0,45453000.0
2019,,545022.86,45454000.0,45454000.0
2020,,545022.86,45454000.0,45454000.0
2021,,545022.86,45454000.0,45454000.0
2022,,545022.86,45453000.0,45453000.0
2023,,545022.86,45452000.0,45452000.0
2024,,545022.86,45450000.0,45450000.0
2025,,545022.86,45448000.0,45448000.0
2026,,545022.86,45447000.0,45447000.0
2027,,545022.86,45445000.0,45445000.0
2028,,545022.86,45443000.0,45443000.0
2029,,545022.86,45440000.0,45440000.0
2030,,545022.86,45437000.0,45437000.0
2031,,545022.86,45435000.0,45435000.0
2032,,545022.86,45432000.0,45432000.0
2033,,545022.86,45430000.0,45430000.0
2034,,545022.86,45427000.0,45427000.0
2035,,545022.86,45424000.0,45424000.0
2036,,545022.86,45422000.0,45422000.0
2037,,545022.86,45418000.0,45418000.0
2038,,545022.86,45415000.0,45415000.0
2039,,545022.86,45412000.0,45412000.0
2040,,545022.86,45410000.0,45410000.0
