year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,44119.45,4466734.78,2106387.22,70521.11,14647305.21,2117591.24
2018,48687.68,4925863.65,2316131.4,73717.85,15300679.43,2214367.19
2019,55007.24,5561580.54,2606155.22,78128.39,16205351.43,2347747.68
2020,57994.01,5861780.18,2741761.98,80212.7,16632557.65,2409639.12
2021,59884.17,6056027.01,2829507.53,81502.21,16908985.2,2449686.51
2022,61384.62,6214956.23,2894151.63,82495.58,17135153.2,2477264.58
2023,62503.07,6338567.85,2942566.86,83204.36,17311061.64,2497454.78
2024,63234.34,6426861.86,2971179.37,83621.62,17436710.53,2507663.12
2025,64113.16,6532814.67,3003624.98,84127.22,17587489.2,2518697.49
2026,65370.51,6674085.09,3058916.57,84919.02,17788527.42,2542102.29
2027,66237.29,6780037.91,3090458.18,85415.48,17939306.08,2552786.67
2028,66892.06,6868331.92,3113757.63,85743.93,18064954.97,2559727.66
2029,67845.24,6991943.54,3148120.27,86256.01,18240863.41,2570846.24
2030,68431.49,7080237.55,3166450.56,86503.8,18366512.3,2574653.03
2031,69358.17,7203849.17,3199535.82,86991.73,18542420.75,2585277.05
2032,,,3235304.54,,,2596282.01
2033,,,3278692.62,,,2612657.55
2034,,,3328937.4,,,2632240.09
2035,,,3339851.87,,,2631965.43
2036,,,3384154.72,,,2648037.14
