year,Base case cost,Modeled residential energy efficiency
2017,1080024.93366,1139879.51074
2018,1161309.19776,1212061.434
2019,1260023.64383,1299945.09697
2020,1333573.98028,1366403.25309
2021,1407661.50703,1434501.68702
2022,1472708.37417,1494052.73745
2023,1538669.50934,1555414.39671
2024,1598191.04594,1610420.5195
2025,1667576.65304,1675170.23938
2026,1739915.77117,1742751.07282
2027,1809007.4113,1807567.84782
2028,1886228.56862,1880590.59404
2029,1961439.62493,1951272.77076
2030,2035681.10556,2021868.5453
2031,2112729.83293,2094532.50868
2032,2198425.21104,2175912.65737
2033,2287905.20769,2260942.76409
2034,2376010.79759,2344867.34267
2035,2459705.35898,2424850.78245
2036,2557833.54429,2518925.95682
