year,Base case diesel consumed,Modeled diesel efficiency
2019,145315.448296,132104.952996
2020,146366.894947,133060.813588
2021,147719.234252,134290.212956
2022,149384.402124,135804.001931
2023,150821.753668,137110.685152
2024,152360.728975,138509.753614
2025,154015.938684,140014.489712
2026,155532.773003,141393.430003
2027,157157.135182,142870.122893
2028,158863.982052,144421.801866
2029,160561.030109,145964.572827
2030,162264.127012,147512.842738
2031,163966.457621,149060.416019
2032,165748.316412,150680.287647
2033,167531.434246,152301.30386
2034,169314.214525,153922.013204
2035,171177.83376,155616.212509
2036,173041.695276,157310.632069
2037,174986.493754,159078.630686
2038,176931.275898,160846.614453
